0,States
0.13200438340516962,Alabama
0.045289878201379814,Alaska
0.5473322963670013,Arizona
0.3848658518377145,Arkansas
0.9905030753593607,California
0.7749681993493742,Colorado
0.9178098338097765,Connecticut
0.9660543660591379,Delaware
0.995658298028894,District of Columbia
0.5600392664744479,Florida
0.49234474431407876,Georgia
0.9602338189690974,Hawaii
0.06905339008271949,Idaho
0.9803794749714595,Illinois
0.21694776978983168,Indiana
0.3539726784212434,Iowa
0.08633150846022059,Kansas
0.24519676812262323,Kentucky
0.32840796058709126,Louisiana
0.9201770906726341,Maine
0.9835563815435386,Maryland
0.9823871979642953,Massachusetts
0.7446751785668785,Michigan
0.9298203519549663,Minnesota
0.1371803589938074,Mississippi
0.12038499534418087,Missouri
0.07874060000905406,Montana
0.04697743872777727,Nebraska
0.7555756326342765,Nevada
0.7704729383761122,New Hampshire
0.9567059665089759,New Jersey
0.9298735562924427,New Mexico
0.9551633063793138,New York
0.4204599091607904,North Carolina
0.012254962025714645,North Dakota
0.3773688823932804,Ohio
0.045801795892273706,Oklahoma
0.9849848424978034,Oregon
0.7261906690336538,Pennsylvania
0.9296413583176045,Rhode Island
0.19643323014213998,South Carolina
0.01302091831681409,South Dakota
0.31954446848166895,Tennessee
0.18556532964458944,Texas
0.3787774601819234,Utah
0.9754808807870421,Vermont
0.7454612304086208,Virginia
0.9773819837774407,Washington
0.09967624014819597,West Virginia
0.7565830249498441,Wisconsin
0.0066939916619930635,Wyoming
